ID_Cliente,Nome,Idade,Viagens,Restaurantes,Entretenimento,Cashback,Compras online,Farmácias,Programas de Milhagem,Postos de Combustível,Mercados,Cidade,Cargo,Estado Civil,Tempo na Empresa,Pessoas em Casa,Moradia,Possui Carro,Renda,Investimentos,Ativos,Dívidas,Probabilidade Inadimplencia,Score,Principal Cartão
5ec34c24-29be-4a23-82f2-9030bce3fa33,Sr. Vicente Caldeira,36,5,4,2,3,1,2,1,5,1,Belo Horizonte,Militar da Aeronáutica,Solteiro,9,3,Alugado,False,8232,667830,954923,323868,81.29,19,Rocketseat Mastercard Travel Basic
9c574481-3d5b-48c4-958f-8d7528229b28,João Felipe Sales,32,4,3,4,3,4,1,3,1,2,São Paulo,Médico legista,Divorciado,12,1,Próprio,True,6911,158003,30880,258777,14.78,0,Rocketseat Mastercard Travel Basic
2c2cc977-35c6-4376-bec8-69382b3e8eee,Matteo Souza,75,2,4,4,2,1,2,4,1,5,Belém,Artista de circo,Casado,15,4,Próprio,False,17389,856949,800225,434242,62.94,48,Rocketseat Mastercard Shopping Basic
2216131e-c220-4c57-8fba-8648526b7fd8,Srta. Manuella Costela,58,1,3,4,3,2,3,1,2,1,Porto Alegre,Profissional de educação física,Viúvo,10,1,Alugado,False,48725,44235,1561800,491478,82.41,29,Rocketseat Mastercard Life Basic
2e1e71fe-d7b2-4408-8290-83200d8b519c,Renan Barbosa,43,4,5,2,3,1,2,2,4,1,Belém,Surfista,Divorciado,20,1,Alugado,False,16931,9363,88066,304651,88.41,0,Rocketseat Mastercard Life Basic
0734cb14-7b3a-428c-874c-fc8efb9dce1c,Mariane Dias,62,3,5,3,4,2,1,4,3,2,Curitiba,Tecnólogo em desenvolvimento social,Solteiro,15,6,Próprio,False,36150,829912,225216,65969,10.42,455,Rocketseat Visa Life Platinum
e7a80b2d-2aa3-43c4-ab1e-eb7476688dfe,Valentim Duarte,30,4,3,5,5,2,1,5,2,4,Curitiba,Empacotador,Divorciado,17,3,Próprio,True,38139,195692,1140054,182276,81.16,63,Rocketseat Visa Life Basic
55b1b605-e73f-4bca-ba6d-aa262dcc9e67,Dr. Davi Fernandes,64,5,2,3,1,5,4,2,5,4,Florianópolis,Levantador de peso,Casado,19,3,Próprio,False,13159,925821,39258,324919,0,127,Rocketseat Visa Travel Select
b2bfb65e-4b9a-4aae-a975-0945148a9a18,Emanuelly Cavalcante,25,2,2,1,2,1,4,2,1,1,Manaus,Militar do Exército,Viúvo,15,5,Próprio,True,7308,548615,1381794,34959,77.64,75,Rocketseat Visa Shopping Basic
391118c6-028f-49cd-b948-8dfc07f4a30a,Marcos Vinicius Abreu,32,2,4,1,4,1,3,5,4,3,Florianópolis,Músico,Solteiro,19,3,Alugado,True,40711,752715,148633,6860,0,561,Rocketseat Visa Travel Platinum
686bd247-967e-43a4-9c08-02aa78c1fd99,Cauã Rodrigues,22,5,4,2,2,5,2,5,2,5,Goiânia,Aviador,Viúvo,3,6,Próprio,False,15149,544719,203673,53071,44.68,145,Rocketseat Visa Travel Select
168f8255-8895-439b-8d9b-3374fcb54a0e,Matheus Cirino,74,5,3,2,5,5,4,3,3,5,Brasília,Lixeiro/Coletor de lixo,Divorciado,13,6,Próprio,False,7822,174912,1661912,94579,78.09,45,Rocketseat Mastercard Travel Basic
929cf90a-3ebb-44cd-a0f3-b94fdde5fd05,Erick Campos,54,3,3,4,4,4,1,1,3,5,São Paulo,Necromaquiador,Casado,9,1,Próprio,True,36758,224319,786564,401451,79.94,24,Rocketseat Mastercard Shopping Basic
cfa1ccae-482f-4a18-8a64-183fb26fe18c,Thomas Sampaio,72,3,5,5,5,5,5,2,1,1,Fortaleza,Tecnólogo em negócios imobiliários,Divorciado,4,2,Próprio,False,21637,22755,1618001,430933,83.64,0,Rocketseat Mastercard Life Basic
14949aa2-102e-401e-9714-9c2ef5cb96a9,Brayan Fernandes,32,5,2,1,3,4,2,4,5,1,Manaus,Supervisor,Divorciado,1,6,Próprio,True,17793,850472,629779,48184,58.41,175,Rocketseat Mastercard Travel Select
2ecdeb2b-a314-44cb-9ae3-4a95d4af6856,Heloisa Dias,76,1,2,5,1,4,1,3,5,1,Brasília,Tecnólogo em recursos pesqueiros,Casado,10,5,Alugado,True,22914,364831,1845058,428417,77.16,31,Rocketseat Mastercard Life Basic
a364fa09-6859-4150-9906-e183ed777bb4,Alexandre Pacheco,61,5,1,2,4,3,4,2,2,3,Rio de Janeiro,Angiologista,Viúvo,18,6,Alugado,False,48944,411967,934524,394705,74.49,75,Rocketseat Visa Travel Basic
a35d48b0-7c1b-4f3c-a0a8-ff91b5e73f09,Isabella Araújo,23,2,4,5,2,4,4,5,2,5,Manaus,Prefeito,Casado,7,1,Próprio,False,27117,526199,911193,405707,85.32,21,Rocketseat Visa Life Basic
7d2f1142-f76f-4192-9a40-98d448d0057a,Aylla Alves,61,3,3,2,3,3,5,1,3,2,Brasília,Ortesista,Viúvo,19,2,Próprio,True,38749,93946,235992,352189,74.9,20,Rocketseat Mastercard Shopping Basic
9d249dd3-a05c-4a4f-b09d-6fefd0f05eb4,Mirella Monteiro,30,1,1,1,2,5,2,3,1,3,Goiânia,Professor,Solteiro,9,4,Próprio,True,45915,391979,327137,397270,71.95,56,Rocketseat Visa Shopping Basic
427c01e9-9c4f-46a1-870a-eeff546c5f3e,Heloísa Cavalcante,31,3,5,4,5,2,1,4,5,5,São Paulo,Jóquei,Divorciado,5,1,Próprio,True,49497,564139,444334,106850,56.94,226,Rocketseat Visa Life Elite
618d2cb8-727e-4516-a23e-494dd4e48152,Davi Lucca Silveira,21,3,3,1,1,3,4,2,4,5,Goiânia,Gourmet,Solteiro,10,4,Alugado,True,31471,686563,1982178,4369,37.2,410,Rocketseat Mastercard Shopping Platinum
fd285b1a-2802-481d-8768-71ab3809f751,Dra. Ana Carolina Fernandes,50,2,5,3,3,4,4,2,1,3,Belém,Montador de negativos,Divorciado,11,6,Próprio,True,31014,587923,1942696,373539,78.47,69,Rocketseat Visa Life Basic
456cfd94-b318-4eb8-98c6-91d77c560ff8,Dra. Rebeca Azevedo,69,1,5,3,2,2,3,4,2,1,Goiânia,Ginasta rítmica,Viúvo,16,6,Alugado,False,5063,656190,540392,460679,65.82,0,Rocketseat Mastercard Life Basic
ea78c0aa-b893-437f-bd23-2c6efa77460f,Yan da Mata,54,4,5,2,2,2,5,5,2,2,Curitiba,Soldador,Casado,13,2,Alugado,False,11010,447180,655114,476963,77.93,0,Rocketseat Mastercard Life Basic
d3e2eaf8-53b3-46b2-a2b0-728d02760c29,Stella Almeida,53,2,1,3,4,4,3,4,3,2,Florianópolis,Papiloscopista,Casado,3,2,Alugado,True,35928,994680,1508776,62069,55.78,304,Rocketseat Visa Life Elite
d84077bd-fda9-445e-bf47-33fb2c7eede2,Davi Luiz Câmara,56,1,3,1,4,2,5,5,4,3,Belo Horizonte,Cientista,Viúvo,15,4,Alugado,True,38161,642108,484256,312664,60.74,116,Rocketseat Mastercard Shopping Select
2a75b51d-5ca8-4311-926b-60dbb30d755b,Samuel da Rosa,32,4,2,2,2,1,2,4,5,4,Goiânia,Baterista,Divorciado,14,2,Próprio,False,3112,428436,1603354,7871,75.61,75,Rocketseat Mastercard Shopping Basic
f6b635ff-4212-4948-af85-0c49379d4e93,Nina Novaes,56,5,5,5,5,5,1,5,1,4,Fortaleza,Hostess,Solteiro,7,5,Próprio,True,49190,864371,797702,377592,64.4,153,Rocketseat Visa Travel Select
95d85dbf-2009-4e56-97a5-cb49f904a7e0,Cecília Pinto,51,3,3,4,2,4,3,5,1,5,Campo Grande,Ferroviário,Casado,14,6,Próprio,True,42330,51690,398145,152661,74.47,69,Rocketseat Mastercard Travel Basic
30b43f68-586f-4793-8d1d-9bce3fd1155f,Nicole Rodrigues,29,4,4,3,4,1,2,4,5,2,Campo Grande,Timoneiro,Viúvo,2,3,Próprio,True,39367,983399,1875541,364964,81.78,92,Rocketseat Mastercard Shopping Basic
ec781d41-f7f6-4c97-a3a2-d984057dd53a,Anna Liz da Conceição,23,5,4,5,5,2,4,5,4,1,Florianópolis,Militar da Marinha,Casado,10,5,Alugado,True,8481,740532,942456,332436,82.79,20,Rocketseat Mastercard Travel Basic
df978a75-858a-4a9a-829f-97c9c2b12fd8,Yuri Pimenta,29,4,3,2,1,2,2,1,5,3,São Paulo,Médico legista,Viúvo,15,4,Alugado,False,47664,53802,879926,161513,79.71,72,Rocketseat Mastercard Shopping Basic
db37bfda-9284-478e-b3d4-63068a77d9d0,Josué Marques,31,1,5,5,1,2,5,3,5,5,Vitória,Gestor público,Casado,1,2,Alugado,True,39591,691505,997640,237889,75.34,107,Rocketseat Visa Life Select
99ec42a3-58d8-4031-8d86-dd2748c3a1ab,Sr. Anthony Marques,20,5,3,3,1,1,1,4,2,2,Belém,Odontopediatra,Divorciado,19,6,Alugado,False,10527,895304,68015,349698,0,80,Rocketseat Visa Travel Basic
e7d23ee5-59f6-40a8-91d7-71e6221a8329,Maria Julia Aragão,77,4,1,4,5,1,3,4,2,1,Goiânia,Ciclista,Divorciado,10,5,Próprio,True,3348,97649,1611686,156916,80.2,18,Rocketseat Mastercard Life Basic
623a6039-01bc-4f58-b06a-2e19f0ef1f42,Lara Mendonça,57,5,1,4,5,3,4,5,3,3,Recife,Operador de vídeo,Divorciado,4,5,Próprio,False,4813,114611,1198243,382587,88.47,0,Rocketseat Visa Travel Basic
67c6a076-0bc3-4918-9ec6-3b890af685d2,Vitória Ramos,69,2,1,1,1,4,1,2,5,4,Salvador,Ferramenteiro,Solteiro,10,3,Alugado,True,12790,926588,1278016,122013,69.72,124,Rocketseat Mastercard Shopping Select
f06f6717-43a8-4187-b386-5ad21b8b99a8,Davi Luiz Correia,62,5,5,3,1,1,3,3,4,5,Manaus,Clarinetista,Solteiro,5,2,Próprio,False,19456,266776,1657160,35565,62.41,140,Rocketseat Visa Travel Select
e710ada9-1b15-4255-a39f-4d388b382c68,Ana Cecília Rocha,76,2,4,5,3,4,4,1,5,3,Manaus,Radiooperador de vôo,Divorciado,17,5,Alugado,True,32096,835981,74571,338507,0,244,Rocketseat Visa Life Elite
55226f26-a10d-4b18-9d6a-674ae7f1dc38,Lucas Gabriel Rezende,69,3,4,5,2,5,5,4,2,5,Rio de Janeiro,Gerente de banco,Divorciado,10,6,Alugado,False,24173,69429,313115,147041,75.16,32,Rocketseat Visa Life Basic
d4ca2567-a21b-4bd7-8317-cc2c8e65e26a,Zoe Santos,23,3,2,5,3,2,1,3,1,2,Campo Grande,Imunologista,Solteiro,14,5,Alugado,False,33574,919652,498371,194816,60.01,175,Rocketseat Mastercard Life Select
c3209a88-d917-42fd-8d4c-b45ef4f24558,Gabriel Ferreira,30,3,3,2,1,5,2,2,1,4,Salvador,Boxeador,Solteiro,0,3,Alugado,True,23289,968503,1013914,384010,79.11,57,Rocketseat Visa Shopping Basic
03b3e65d-0f57-4052-a2ee-4b5d71368e4e,Isis Andrade,47,3,1,5,3,2,3,2,2,3,Curitiba,Windsurfer,Divorciado,14,6,Alugado,False,4023,108111,1091730,401699,89.46,0,Rocketseat Mastercard Life Basic
463142d4-cdf7-4f72-b75e-3de86d356781,Manuella da Rocha,28,1,2,5,3,5,3,3,2,3,Manaus,Controller,Casado,5,1,Próprio,False,18933,120020,31995,326602,36.24,0,Rocketseat Visa Life Basic
3a0c108f-5b9b-41d2-b553-2c34a1f3ec17,Giovanna Cunha,21,1,4,1,1,4,4,2,5,5,Belém,Tecnólogo em Ciências das plantas medicinais,Viúvo,19,3,Próprio,False,9524,30401,987204,473585,96.48,0,Rocketseat Mastercard Shopping Basic
166c3ffc-a558-4017-990b-a9b6f8ffb34d,Thomas Correia,63,4,5,2,1,4,1,4,3,4,Fortaleza,Delegado,Casado,7,2,Próprio,False,44966,848612,1118798,41180,46.42,371,Rocketseat Visa Life Elite
358a6e7d-f53b-446b-8723-85460fd4a7ad,Dra. Isabel Moreira,29,3,4,4,1,1,4,1,3,4,Fortaleza,Deputado,Casado,9,3,Alugado,True,46849,961821,1394984,173186,73.58,176,Rocketseat Visa Life Select
f197fe77-d63f-43bb-a91d-ca08bac5b5e3,Ana Beatriz Sousa,70,1,3,5,4,4,5,4,2,5,Porto Alegre,Sociólogo,Casado,15,4,Alugado,False,47810,835461,224356,170849,16.3,434,Rocketseat Mastercard Life Platinum
506aa4a1-f238-4ef3-809d-afd5b12bceaf,Dr. Breno Rios,70,5,3,5,2,2,1,5,4,1,Manaus,Técnico em desporto,Viúvo,10,5,Alugado,False,46485,619677,904183,411206,71.03,92,Rocketseat Mastercard Travel Basic
76b2ecc9-b521-4d52-ba0d-668c28f1533d,Pedro Andrade,37,5,4,3,4,1,1,2,2,5,Campo Grande,Barbeiro,Solteiro,4,6,Alugado,False,27594,72988,1254640,57013,73.74,85,Rocketseat Visa Travel Basic
2779c7bb-0bf6-4f9f-9546-ba568bdda283,Diego Duarte,42,3,3,5,3,4,3,1,5,1,Manaus,Coveiro/Sepultador,Viúvo,4,3,Alugado,False,41342,606005,937762,102585,63.6,191,Rocketseat Mastercard Life Select
3d7079a8-c8be-46d1-accc-cf0fdfe7bbcf,Mirella Rezende,18,3,1,2,4,5,4,3,4,4,Salvador,Digitador,Viúvo,17,2,Alugado,False,47095,587234,1721244,188347,78.93,121,Rocketseat Mastercard Shopping Select
27f44bfb-8587-4087-b5da-3e789de70b19,Srta. Larissa Barros,30,4,2,3,2,2,1,1,1,2,Goiânia,Optometrista,Viúvo,13,2,Alugado,True,37400,403277,1768586,484694,86.58,28,Rocketseat Visa Travel Basic
dcbc0ac5-5bdf-406b-852f-99e4344d5137,Luiz Felipe Rios,73,4,5,2,4,5,4,5,4,4,Brasília,Tecnólogo em irrigação e drenagem,Casado,5,4,Alugado,False,30886,936989,1654502,364584,71.59,114,Rocketseat Mastercard Life Select
3823b804-3418-4712-8dfe-5fcf18bfafbe,Sr. Otávio Aparecida,63,3,1,1,5,4,3,1,5,4,Goiânia,Bioquímico,Solteiro,4,6,Próprio,False,33881,282329,861589,485786,78.15,12,Rocketseat Mastercard Life Basic
7a8f0aa5-1f24-4163-804e-528514ba5a49,Antônio Dias,51,1,5,5,3,5,1,3,5,1,Fortaleza,Químico,Viúvo,16,4,Próprio,False,40981,92742,514287,247700,79.18,43,Rocketseat Visa Life Basic
9aab6659-ffa9-4120-9786-fd297b0876ac,Amanda Rocha,79,5,3,5,3,1,4,5,2,5,São Paulo,Kite-surfer,Divorciado,19,1,Próprio,False,20308,303257,351290,18521,39.39,166,Rocketseat Mastercard Travel Select
51b347fb-7307-4c33-b9a8-57395bce5849,Aurora Fernandes,26,2,5,3,3,3,1,1,5,2,Campo Grande,Sonoplasta,Casado,14,3,Alugado,False,34134,80595,1785610,410917,89.61,15,Rocketseat Mastercard Life Basic
9be1963f-5e2c-44ab-8dc1-eb8fac841789,Renan Borges,49,1,2,5,2,4,4,4,2,4,Goiânia,Angiologista,Casado,6,5,Próprio,True,12849,838202,1106014,451943,74.89,26,Rocketseat Visa Life Basic
5615ac5c-afc4-4110-87b0-fa3c5d0ab706,Benício Garcia,66,3,4,5,2,4,4,4,3,2,Recife,Médico nuclear,Viúvo,0,3,Próprio,False,8601,55074,351483,243277,81.09,0,Rocketseat Visa Life Basic
0b2191a7-606e-4b8a-a457-2974b809102c,Antônio Marques,79,3,4,5,3,3,3,3,1,3,Belém,Instrumentista musical,Viúvo,14,6,Alugado,True,35750,716047,86020,51046,0,469,Rocketseat Visa Life Platinum
93a4477e-914b-48e0-9e0e-02f873d870f1,Sra. Cecília Gonçalves,61,1,1,1,4,1,5,1,4,3,Porto Alegre,Tesoureiro,Divorciado,8,2,Alugado,True,46238,188656,656974,287106,72.17,73,Rocketseat Mastercard Shopping Basic
5f416eff-8ec1-46a6-85c0-53b9340cc8c9,Laura Sampaio,21,5,1,1,1,5,2,4,5,2,Campo Grande,Tecnólogo em produção moveleira,Solteiro,5,3,Próprio,False,39937,688500,1874784,438021,85.31,53,Rocketseat Mastercard Travel Basic
5ff44bdd-bdfc-4655-b261-98403171b765,Dr. Vitor das Neves,58,3,3,2,1,3,1,4,4,3,São Paulo,Engenheiro mecatrônico,Divorciado,8,2,Próprio,True,30716,967516,579618,403365,58.35,113,Rocketseat Visa Travel Select
14a55c7c-f3f6-4934-8c06-d7d828a6e213,Melina Viana,80,1,2,5,4,2,5,1,4,3,Rio de Janeiro,Estivador,Solteiro,2,1,Próprio,False,14151,639947,823414,93555,63.69,114,Rocketseat Mastercard Life Select
cac25caf-85d4-4dbf-835c-51db4be47144,Dr. Heitor Silveira,75,1,4,3,2,3,4,5,1,5,Goiânia,Pescador,Viúvo,15,4,Próprio,True,33617,156085,1369157,335720,74.08,48,Rocketseat Mastercard Travel Basic
b6104d18-0831-4575-af08-f46fc69e5883,Eloá Vieira,18,5,5,3,3,3,4,1,1,3,Recife,Engenheiro cartográfico,Divorciado,2,4,Próprio,True,26193,722742,1715421,408855,87.98,33,Rocketseat Mastercard Travel Basic
e8bb89c5-cff4-478a-a057-2089471b81ab,Sra. Ana Julia Rezende,53,4,1,3,4,1,4,2,2,1,Porto Alegre,Plastimodelista,Solteiro,18,2,Próprio,False,3577,402824,1385659,100140,81.81,38,Rocketseat Mastercard Travel Basic
5590bbd4-0639-497b-9c08-b51e316a1831,Theodoro da Luz,68,4,1,1,3,1,3,1,4,1,Porto Alegre,Regente,Viúvo,17,2,Alugado,True,36425,674661,645358,261978,62.66,130,Rocketseat Mastercard Travel Select
7d709213-2a91-462f-b04b-549f39700dcd,Luan Lopes,65,5,1,2,2,1,2,1,3,1,Fortaleza,Preparador de máquinas,Casado,18,1,Alugado,True,10279,512643,1371184,9994,50.07,182,Rocketseat Visa Travel Select
cc793821-6b62-4d88-b661-681817dee2ed,Maria Laura Alves,56,3,4,3,1,5,5,2,3,2,Florianópolis,Digitador,Solteiro,18,2,Próprio,True,41345,231287,132351,421765,55.44,34,Rocketseat Mastercard Shopping Basic
f6fd572a-ccc8-4ed6-9272-27d9dcc2d81d,Theo da Costa,35,5,2,4,2,5,1,2,1,5,Salvador,Investigador de Polícia,Casado,0,4,Alugado,True,10256,794348,870641,88107,74.79,85,Rocketseat Mastercard Travel Basic
7672cedf-6255-493c-a3c8-20ff7df09b93,Olivia Alves,29,4,4,2,2,2,3,5,4,4,Porto Alegre,Dublê,Casado,19,6,Alugado,True,6841,741071,1366830,311285,87.76,20,Rocketseat Visa Travel Basic
d9dc7ab5-6ae5-4de9-80f5-5940d89ae0ff,Erick Brito,57,4,1,5,2,2,1,5,1,5,Brasília,Engenheiro industrial,Casado,14,6,Alugado,False,6768,657658,1733261,410298,80.59,19,Rocketseat Mastercard Life Basic
f4a58a3e-eec9-44da-a8fe-bcf1f7edbfa7,Sra. Beatriz Souza,30,4,4,2,2,1,1,3,3,2,Salvador,Comandante,Divorciado,10,5,Próprio,True,8384,835309,312931,359265,55.31,28,Rocketseat Mastercard Travel Basic
3928e15d-06ec-4f96-9bab-8593e0d8cb24,Sr. Theodoro Jesus,65,1,4,5,1,1,2,4,5,5,Brasília,Técnico em taquigrafia,Viúvo,6,6,Próprio,True,4437,969787,1126926,92215,68.88,114,Rocketseat Mastercard Life Select
2eff59e5-0d49-4687-9e09-00e18cd56f84,Maya Castro,38,2,4,2,1,4,5,4,1,4,Belo Horizonte,Técnico em segurança do trabalho,Casado,19,4,Alugado,False,15927,102827,497273,386792,87.09,0,Rocketseat Visa Shopping Basic
0858edca-a3e1-4734-8cbb-6dd8951fa2a4,Sr. Breno Rocha,26,3,2,3,2,1,5,1,3,2,Rio de Janeiro,Profissional de educação física,Viúvo,14,4,Alugado,False,30998,754787,407172,331361,62.35,94,Rocketseat Mastercard Shopping Basic
a60266f7-aaea-4a1e-ba9c-84bf2f4063b7,Yan Garcia,74,5,2,5,5,2,1,4,5,4,Vitória,Cadista,Casado,18,4,Próprio,False,20343,632958,328808,413949,53.79,25,Rocketseat Mastercard Travel Basic
6ec2deab-0327-4ab0-8384-6af2c0db55ef,Heloisa Araújo,64,4,5,2,5,2,5,1,4,1,São Paulo,Técnico em higiene dentária,Viúvo,16,1,Próprio,False,29056,771939,1829971,129317,67.9,174,Rocketseat Visa Life Select
2ec5417e-1b05-451a-8f78-f252f72f367b,Manuella Melo,69,1,5,1,4,2,2,3,3,2,Belém,Engenheiro de energia,Solteiro,0,4,Próprio,True,46655,861186,205519,237209,12.51,405,Rocketseat Visa Life Platinum
15bbd366-94eb-4759-bfc3-ac6f411ca963,Esther Monteiro,72,4,2,4,2,3,4,1,1,4,Campo Grande,Viveirista,Divorciado,16,1,Próprio,False,38380,783586,1224023,12799,32.28,443,Rocketseat Visa Travel Platinum
fa75df8f-9be7-406e-97b1-e282b8c6a327,Ravi Lucca Mendes,62,1,5,3,1,5,3,1,1,4,Brasília,Contra regra,Viúvo,19,1,Próprio,False,41140,568784,1206343,416535,73.07,77,Rocketseat Mastercard Life Basic
d23d5bc8-6936-454a-a9ab-0d87003f63d2,Maria Clara Jesus,59,2,2,3,2,5,1,4,5,2,Florianópolis,Webmaster,Casado,10,3,Próprio,False,37620,739113,140521,293998,3.09,292,Rocketseat Visa Shopping Elite
06dbb356-1ed2-40d1-ada1-58c7f64dbd3a,Letícia Castro,21,5,1,4,5,5,3,4,5,3,Florianópolis,Ferreiro,Solteiro,6,4,Alugado,True,5152,390923,723992,237193,87.81,5,Rocketseat Visa Travel Basic
be670e28-bb81-4086-aa3b-526356224a5a,Dr. Calebe Barbosa,75,1,2,4,2,2,5,1,3,4,Belém,Sushiman,Casado,15,3,Próprio,False,12718,302380,161370,57338,43.07,93,Rocketseat Mastercard Shopping Basic
ff49c05c-83fe-4225-8476-8241bc70f3fd,Caleb Mendes,36,5,3,4,5,3,3,4,5,5,Vitória,Inspetor,Viúvo,14,3,Alugado,False,13390,66007,46214,457070,71.88,0,Rocketseat Mastercard Travel Basic
fadaa1ff-3898-4250-b0e6-75857b1ec93a,Ana Sophia Cavalcanti,68,1,2,3,3,4,2,5,2,5,Curitiba,Levantador de peso,Casado,5,6,Alugado,True,18039,237798,1015531,194983,79.26,33,Rocketseat Mastercard Travel Basic
0f61a6a6-1374-428e-bf19-6a8267018997,Brenda Nogueira,25,3,2,2,5,1,3,3,2,3,Fortaleza,Vistoriador de sinistros,Casado,17,3,Alugado,True,3696,332006,1204866,66308,88.65,22,Rocketseat Visa Life Basic
26787673-0f30-4b69-8304-df2707c1fa50,Maria Eduarda Cavalcanti,77,3,2,1,5,5,3,3,4,3,Florianópolis,Infectologista,Casado,18,6,Próprio,False,33729,805849,304892,496914,39.58,87,Rocketseat Mastercard Life Basic
87ed5518-b47d-45c2-a9db-a34e6e903b21,Theodoro Lima,64,1,3,1,4,5,2,4,3,1,Brasília,Operador de vídeo,Solteiro,19,6,Alugado,True,32390,943901,84055,73097,0,492,Rocketseat Visa Shopping Platinum
87bd2527-3b72-4ffe-9249-162738a65cc8,Luna Martins,30,1,5,4,2,4,3,5,5,5,São Paulo,Somelier,Divorciado,12,2,Próprio,False,2477,87649,1129132,445357,93.23,0,Rocketseat Visa Life Basic
da6dbb68-f43c-4801-a36d-d833e056d51d,João Felipe Casa Grande,41,4,5,1,2,4,4,4,3,2,Florianópolis,Economista,Viúvo,13,2,Alugado,True,1798,298477,723350,184211,84.52,4,Rocketseat Mastercard Life Basic
0e00f8f7-a1da-46d8-88e6-44cadf6315dd,Guilherme Aparecida,37,5,4,1,1,4,3,4,2,5,Fortaleza,Ortopedista,Casado,6,2,Próprio,False,32104,909666,1101636,175854,69.43,153,Rocketseat Visa Travel Select
79c2bbb0-7de7-46dd-914c-b89665e38ec8,Alexandre da Rocha,20,4,2,1,1,2,3,3,4,1,Belém,Caça-talentos/Olheiro,Divorciado,13,2,Próprio,True,20791,875126,1227270,159338,79.85,85,Rocketseat Mastercard Travel Basic
41f0c086-7ef2-4ba3-8d23-e887cbca8a38,Mateus Pereira,25,5,4,5,4,3,4,1,3,5,Goiânia,Dentista,Solteiro,8,2,Alugado,True,19167,517000,139932,313991,38.61,44,Rocketseat Visa Travel Basic
2897d527-f727-4a32-8c44-d316177ee4de,Benjamim da Costa,47,3,4,3,1,3,3,5,1,5,Porto Alegre,Agente penitenciário,Casado,3,5,Alugado,False,46434,142079,749491,85620,64.57,149,Rocketseat Visa Travel Select
e1cc3c81-c739-4e0e-8f3e-d7408543e319,Emilly Pacheco,70,3,1,5,5,3,2,1,2,5,Curitiba,Traumatologista,Divorciado,15,4,Próprio,True,45890,838732,631394,142322,51.37,276,Rocketseat Mastercard Life Elite
c1fffeb8-0121-4a53-86b2-ba6decc5561b,Emanuel Marques,31,5,5,5,5,5,1,4,4,1,Rio de Janeiro,Torreiro/Torrista,Casado,0,4,Próprio,False,11128,527835,463708,435984,74.62,0,Rocketseat Visa Travel Basic
bb620248-01c5-4e81-9f52-f0eda4f05bc9,Sr. Joaquim da Cruz,26,3,2,3,1,1,2,2,2,2,Curitiba,Fiscal,Casado,6,2,Alugado,False,29962,932945,1253360,274266,80.24,84,Rocketseat Mastercard Travel Basic
e27596c1-fa71-4802-8659-3fa83eed039e,Sr. Paulo Araújo,22,2,1,1,5,5,1,4,1,3,São Paulo,Figurante,Solteiro,9,6,Alugado,True,2232,812323,1015556,397061,84.32,7,Rocketseat Mastercard Life Basic
2252fe75-ddad-4a04-965f-a9f6bcd14858,Henrique da Cunha,76,3,1,1,2,3,5,3,3,2,Vitória,Profissional de manutenção industrial,Casado,16,5,Alugado,True,40439,215378,1232292,472475,74.65,34,Rocketseat Mastercard Shopping Basic
7808e09c-7db4-4700-ae1e-3d9d5fb7b24b,Raquel Moraes,51,5,1,1,2,5,4,3,5,2,Fortaleza,Moldureiro,Solteiro,5,3,Próprio,False,15221,750582,401704,147774,54.48,122,Rocketseat Mastercard Travel Select
98fc83f2-23cd-4a6b-9175-4450a4ed9f9d,Dr. Miguel Nunes,50,1,4,1,5,2,4,3,3,5,Goiânia,Engenheiro aeronáutico,Solteiro,2,3,Próprio,True,15912,427376,236654,399197,63.03,0,Rocketseat Visa Life Basic
e5f5dd31-c6fc-445b-bc8a-5194e93d0920,Henry Gabriel Farias,36,4,2,5,4,3,4,2,1,4,Belém,Arranjador musical,Divorciado,5,1,Próprio,True,30946,629554,1543869,163581,78.77,98,Rocketseat Visa Life Basic
769e3fa1-4efa-46bf-82f0-62fc78421418,Dra. Maria Alice Santos,46,4,4,5,1,2,1,3,2,3,Porto Alegre,Infectologista,Viúvo,3,2,Próprio,False,35253,690537,1418762,44567,55.3,266,Rocketseat Visa Life Elite
3a5bc784-f5ae-48c2-849c-24b088169f71,Enzo Campos,66,4,3,4,5,4,4,5,3,2,Florianópolis,Transcritor,Viúvo,3,1,Próprio,False,47759,803180,1220371,311243,67.01,164,Rocketseat Visa Life Select
921dfaf7-a3cb-4850-8cad-72a095fe9c92,Srta. Ana Liz Cunha,32,1,1,4,1,2,4,5,3,2,Curitiba,Policial militar,Solteiro,2,6,Próprio,False,42180,988181,282294,15583,0,650,Rocketseat Mastercard Travel Platinum
255c9d7a-4f60-42df-89a3-eb8fd8952269,Sra. Ana Beatriz da Mata,36,3,5,5,1,1,4,1,4,4,Brasília,Profissional de marketing,Viúvo,14,4,Alugado,True,44390,522084,1028129,264657,76.07,96,Rocketseat Mastercard Life Basic
cf49c301-b649-46ca-bb91-7cad736c9ce9,Juliana Nogueira,53,2,4,4,2,3,4,4,1,5,Belém,Pizzaiolo,Viúvo,17,6,Próprio,False,44215,902153,1634483,158882,69.83,199,Rocketseat Mastercard Shopping Select
